0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02
1.259155372180277739e-02,6.295610499228315726e-02,1.000000000000000021e-02
2.518310744360555478e-02,1.259022286006926117e-01,1.000000000000000021e-02
3.777466116540833391e-02,1.888283910238545138e-01,1.000000000000000021e-02
5.036621488721110956e-02,2.517246156251436995e-01,1.000000000000000021e-02
6.295776860901389216e-02,3.145809305144308676e-01,1.000000000000000021e-02
7.554932233081666781e-02,3.773873701290771931e-01,1.000000000000000021e-02
8.814087605261944347e-02,4.401339768139257425e-01,1.000000000000000021e-02
1.007324297744222191e-01,5.028108024000395027e-01,1.000000000000000021e-02
1.133239834962249948e-01,5.654079097819344479e-01,1.000000000000000021e-02
1.259155372180277843e-01,6.279153744930600078e-01,1.000000000000000021e-02
1.385070909398305461e-01,6.903232862792740843e-01,1.000000000000000021e-02
1.510986446616333356e-01,7.526217506700666471e-01,1.000000000000000021e-02
1.636901983834360974e-01,8.148008905472785557e-01,1.000000000000000021e-02
1.762817521052388869e-01,8.768508477110720234e-01,1.000000000000000021e-02
1.888733058270416487e-01,9.387617844428984837e-01,1.000000000000000021e-02
2.014648595488444383e-01,1.000523885065222718e+00,1.000000000000000021e-02
2.140564132706472278e-01,1.062127357497749447e+00,1.000000000000000021e-02
2.266479669924499896e-01,1.123562434809910471e+00,1.000000000000000021e-02
2.392395207142527791e-01,1.184819376769363997e+00,1.000000000000000021e-02
2.518310744360555686e-01,1.245888471386260798e+00,1.000000000000000021e-02
2.644226281578583304e-01,1.306760036453033180e+00,1.000000000000000021e-02
2.770141818796610922e-01,1.367424421079461716e+00,1.000000000000000021e-02
2.896057356014638540e-01,1.427872007222777073e+00,1.000000000000000021e-02
3.021972893232666713e-01,1.488093211212553557e+00,1.000000000000000021e-02
3.147888430450694330e-01,1.548078485270152793e+00,1.000000000000000021e-02
3.273803967668721948e-01,1.607818319022479958e+00,1.000000000000000021e-02
3.399719504886750121e-01,1.667303241009803649e+00,1.000000000000000021e-02
3.525635042104777739e-01,1.726523820187412905e+00,1.000000000000000021e-02
3.651550579322805357e-01,1.785470667420860469e+00,1.000000000000000021e-02
3.777466116540832974e-01,1.844134436974567137e+00,1.000000000000000021e-02
3.903381653758861147e-01,1.902505827993541399e+00,1.000000000000000021e-02
4.029297190976888765e-01,1.960575585977983426e+00,1.000000000000000021e-02
4.155212728194916383e-01,2.018334504250543393e+00,1.000000000000000021e-02
4.281128265412944556e-01,2.075773425415993856e+00,1.000000000000000021e-02
4.407043802630972174e-01,2.132883242813089275e+00,1.000000000000000021e-02
4.532959339848999791e-01,2.189654901958385746e+00,1.000000000000000021e-02
4.658874877067027409e-01,2.246079401981782464e+00,1.000000000000000021e-02
4.784790414285055582e-01,2.302147797053567757e+00,1.000000000000000021e-02
4.910705951503083200e-01,2.357851197802733445e+00,1.000000000000000021e-02
5.036621488721111373e-01,2.413180772726347456e+00,1.000000000000000021e-02
5.162537025939138990e-01,2.468127749589739572e+00,1.000000000000000021e-02
5.288452563157166608e-01,2.522683416817299129e+00,1.000000000000000021e-02
5.414368100375194226e-01,2.576839124873652853e+00,1.000000000000000021e-02
5.540283637593221844e-01,2.630586287635007459e+00,1.000000000000000021e-02
5.666199174811249462e-01,2.683916383750434065e+00,1.000000000000000021e-02
5.792114712029277079e-01,2.736820957992893710e+00,1.000000000000000021e-02
5.918030249247305807e-01,2.789291622599765041e+00,1.000000000000000021e-02
6.043945786465333425e-01,2.841320058602686771e+00,1.000000000000000021e-02
6.169861323683361043e-01,2.892898017146489753e+00,1.000000000000000021e-02
6.295776860901388661e-01,2.944017320797012172e+00,1.000000000000000021e-02
6.421692398119416278e-01,2.994669864837593121e+00,1.000000000000000021e-02
6.547607935337443896e-01,3.044847618554033630e+00,1.000000000000000021e-02
6.673523472555471514e-01,3.094542626507828409e+00,1.000000000000000021e-02
6.799439009773500242e-01,3.143747009797464020e+00,1.000000000000000021e-02
6.925354546991527860e-01,3.192452967307575662e+00,1.000000000000000021e-02
7.051270084209555478e-01,3.240652776945780467e+00,1.000000000000000021e-02
7.177185621427583095e-01,3.288338796866975500e+00,1.000000000000000021e-02
7.303101158645610713e-01,3.335503466684914819e+00,1.000000000000000021e-02
7.429016695863638331e-01,3.382139308670874200e+00,1.000000000000000021e-02
7.554932233081665949e-01,3.428238928939205010e+00,1.000000000000000021e-02
7.680847770299694677e-01,3.473795018619603603e+00,1.000000000000000021e-02
7.806763307517722295e-01,3.518800355015890169e+00,1.000000000000000021e-02
7.932678844735749912e-01,3.563247802751139393e+00,1.000000000000000021e-02
8.058594381953777530e-01,3.607130314898954637e+00,1.000000000000000021e-02
8.184509919171805148e-01,3.650440934100727564e+00,1.000000000000000021e-02
8.310425456389832766e-01,3.693172793668689557e+00,1.000000000000000021e-02
8.436340993607860383e-01,3.735319118674595096e+00,1.000000000000000021e-02
8.562256530825889111e-01,3.776873227023850976e+00,1.000000000000000021e-02
8.688172068043916729e-01,3.817828530514931096e+00,1.000000000000000021e-02
8.814087605261944347e-01,3.858178535883904470e+00,1.000000000000000021e-02
8.940003142479971965e-01,3.897916845833909072e+00,1.000000000000000021e-02
9.065918679697999583e-01,3.937037160049414286e+00,1.000000000000000021e-02
9.191834216916027200e-01,3.975533276195100552e+00,1.000000000000000021e-02
9.317749754134054818e-01,4.013399090899216759e+00,1.000000000000000021e-02
9.443665291352083546e-01,4.050628600721233319e+00,1.000000000000000021e-02
9.569580828570111164e-01,4.087215903103661674e+00,1.000000000000000021e-02
9.695496365788138782e-01,4.123155197307875497e+00,1.000000000000000021e-02
9.821411903006166400e-01,4.158440785333789691e+00,1.000000000000000021e-02
9.947327440224194017e-01,4.193067072823250641e+00,1.000000000000000021e-02
1.007324297744222275e+00,4.227028569946995162e+00,1.000000000000000021e-02
1.019915851466024925e+00,4.260319892275032494e+00,1.000000000000000021e-02
1.032507405187827798e+00,4.292935761630324087e+00,1.000000000000000021e-02
1.045098958909630449e+00,4.324871006925611994e+00,1.000000000000000021e-02
